	NK.c06.CD56brightCD16lo.CREM	NK.c04.CD56brightCD16lo.CCL3	NK.c05.CD56brightCD16lo.IL7R	NK.c03.CD56brightCD16lo.IL7R.RGS1lo	NK.c02.CD56brightCD16lo.GZMH	NK.c13.CD56dimCD16hi.NR4A3	NK.c12.CD56dimCD16hi.DNAJB1	NK.c10.CD56dimCD16hi.NFKBIA	NK.c07.CD56dimCD16hi.IL32	NK.c08.CD56dimCD16hi.CX3CR1	NK.c01.CD56brightCD16hi	NK.c09.CD56dimCD16hi.ZNF90	NK.c11.CD56dimCD16hi.MKI67
TTC14	0.000104163	0.000170574	0.000151873	0.000114841	0.000152742	0.000108233	9.47E-05	0.000116288	0.000126282	0.000157986	0.000585229	0.000122482	3.62E-05
FXR1	0.00013028	0.000113188	0.000131164	0.000137807	0.000162924	0.000115725	0.000146568	0.000120113	0.000117864	8.84E-05	0.000155272	0.000137792	0.000130297
DNAJC19	8.12E-05	0.000108406	0.000172581	0.000137807	8.15E-05	7.59E-05	7.79E-05	8.72E-05	9.68E-05	0.000101566	3.58E-05	6.12E-05	0.000133917
ATP11B	8.94E-05	0.000111594	6.21E-05	5.74E-05	0.000112013	7.13E-05	6.27E-05	6.96E-05	4.63E-05	8.46E-05	0.000250818	4.59E-05	7.24E-05
DCUN1D1	4.02E-05	5.26E-05	2.07E-05	6.89E-05	3.06E-05	3.62E-05	2.57E-05	2.98E-05	4.21E-05	3.76E-05	0.000107499	1.53E-05	3.62E-05
MCCC1	1.98E-05	2.23E-05	3.45E-05	3.45E-05	5.09E-05	1.71E-05	1.33E-05	1.30E-05	2.53E-05	2.63E-05	4.78E-05	1.53E-05	1.45E-05
LAMP3	1.38E-05	3.20E-06	1.00E-08	1.00E-08	1.02E-05	1.14E-06	1.26E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-06
MCF2L2	8.72E-06	1.60E-06	1.00E-08	1.15E-05	3.06E-05	1.49E-06	1.95E-06	7.75E-07	4.22E-06	1.00E-08	2.39E-05	1.00E-08	7.25E-06
B3GNT5	7.16E-05	3.19E-05	1.00E-08	4.59E-05	6.11E-05	4.32E-06	2.71E-05	7.75E-07	4.22E-06	3.77E-06	1.00E-08	1.00E-08	7.25E-06
KLHL6	0.000117775	6.70E-05	5.52E-05	5.74E-05	6.11E-05	1.18E-05	1.79E-05	1.07E-05	1.00E-08	1.13E-05	0.000203045	1.00E-08	1.45E-05
KLHL24	0.0001192	0.000114782	7.59E-05	9.19E-05	8.15E-05	0.000123642	0.000114786	9.79E-05	6.31E-05	9.22E-05	0.000191102	9.19E-05	1.81E-05
YEATS2	2.03E-05	3.51E-05	2.76E-05	0.000114841	2.04E-05	1.94E-05	1.54E-05	1.76E-05	2.95E-05	3.39E-05	0.000107499	1.00E-08	2.90E-05
MAP6D1	1.00E-08	1.00E-08	6.91E-06	1.00E-08	1.00E-08	2.22E-07	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
PARL	6.46E-05	7.01E-05	8.97E-05	2.30E-05	0.000101831	6.31E-05	6.18E-05	7.65E-05	7.16E-05	7.90E-05	4.78E-05	9.19E-05	7.96E-05
ABCC5	1.06E-05	2.39E-05	6.91E-06	3.45E-05	4.07E-05	1.61E-05	1.67E-05	1.91E-05	1.00E-08	2.07E-05	4.78E-05	1.53E-05	1.45E-05
EIF2B5	3.91E-05	4.94E-05	4.83E-05	8.04E-05	8.15E-05	4.67E-05	5.00E-05	5.89E-05	4.21E-05	6.58E-05	8.36E-05	6.12E-05	4.34E-05
DVL3	2.80E-05	2.71E-05	2.76E-05	4.59E-05	3.06E-05	1.87E-05	1.71E-05	1.15E-05	2.11E-05	2.63E-05	3.58E-05	4.59E-05	2.17E-05
AP2M1	0.000215755	0.00022796	0.000276124	0.000172256	0.000234199	0.000242185	0.000201527	0.000237156	0.000239926	0.000276467	8.36E-05	0.000290882	0.000264204
ABCF3	3.23E-05	3.67E-05	4.14E-05	4.59E-05	5.09E-05	4.04E-05	3.36E-05	2.98E-05	3.79E-05	5.27E-05	3.58E-05	0.000107173	1.45E-05
ALG3	3.66E-05	3.83E-05	7.59E-05	1.00E-08	4.07E-05	3.56E-05	3.97E-05	4.21E-05	4.21E-05	4.89E-05	5.97E-05	9.19E-05	4.34E-05
ECE2	8.56E-06	7.98E-06	1.00E-08	2.30E-05	1.00E-08	7.86E-06	8.34E-06	6.89E-06	1.26E-05	5.65E-06	1.20E-05	1.00E-08	7.25E-06
CAMK2N2	4.85E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.28E-06	4.26E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-06
PSMD2	0.000144842	0.00012594	0.000186387	2.30E-05	8.15E-05	0.000139547	0.000112843	0.000133118	0.000138909	0.000146702	0.000131386	0.000122482	0.000137536
EIF4G1	0.000125057	0.000129128	0.000124261	0.000206705	0.000122196	0.000113958	8.48E-05	8.80E-05	7.58E-05	0.000107208	0.000131386	9.19E-05	0.000104964
FAM131A	1.20E-05	1.12E-05	1.38E-05	1.15E-05	1.02E-05	1.04E-05	8.34E-06	1.07E-05	1.68E-05	3.77E-06	2.39E-05	1.00E-08	1.00E-08
CLCN2	2.07E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.14E-06	8.43E-07	7.75E-07	4.22E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08
POLR2H	5.87E-05	6.70E-05	6.90E-05	6.89E-05	5.09E-05	5.70E-05	5.86E-05	5.59E-05	7.16E-05	6.77E-05	3.58E-05	0.000107173	0.000144774
EPHB3	6.43E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.22E-07	8.43E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
MAGEF1	9.82E-06	2.07E-05	2.76E-05	4.59E-05	1.02E-05	1.96E-05	2.93E-05	4.36E-05	2.95E-05	3.20E-05	2.39E-05	1.53E-05	3.98E-05
VPS8	1.74E-05	5.42E-05	2.76E-05	5.74E-05	3.06E-05	2.53E-05	2.46E-05	2.75E-05	5.89E-05	3.39E-05	0.000179159	1.53E-05	2.53E-05
C3orf70	3.27E-07	1.60E-06	1.00E-08	1.00E-08	1.00E-08	8.07E-08	2.88E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
EHHADH	2.38E-06	6.39E-06	1.00E-08	2.30E-05	1.00E-08	1.21E-06	5.65E-07	7.75E-07	1.00E-08	1.89E-06	1.00E-08	1.00E-08	7.25E-06
MAP3K13	4.83E-05	4.78E-05	2.07E-05	1.15E-05	1.02E-05	4.11E-05	3.78E-05	1.84E-05	3.37E-05	1.32E-05	1.20E-05	7.66E-05	2.53E-05
TMEM41A	4.15E-05	3.99E-05	2.76E-05	1.15E-05	2.04E-05	4.44E-05	6.84E-05	5.81E-05	4.21E-05	5.83E-05	9.56E-05	6.12E-05	7.60E-05
LIPH	1.68E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.55E-06	5.84E-06	1.54E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-06
SENP2	3.67E-05	2.07E-05	1.38E-05	1.15E-05	5.09E-05	3.61E-05	2.74E-05	2.68E-05	2.53E-05	3.20E-05	5.97E-05	1.53E-05	2.53E-05
IGF2BP2	5.08E-06	4.79E-06	1.38E-05	1.00E-08	1.00E-08	4.46E-06	4.73E-06	3.83E-06	4.22E-06	1.89E-06	1.00E-08	1.00E-08	1.09E-05
TRA2B	0.000227943	0.000175356	0.000151873	0.000195222	0.000132378	0.000169589	0.000214989	0.000161422	0.000172581	0.000163628	0.000167216	9.19E-05	0.000275061
ETV5	4.13E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.97E-06	8.75E-06	3.07E-06	1.00E-08	1.89E-06	1.00E-08	1.00E-08	1.00E-08
DGKG	3.27E-07	1.00E-08	1.00E-08	1.15E-05	1.00E-08	8.07E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
CRYGS	4.85E-07	1.60E-06	1.00E-08	1.00E-08	1.00E-08	6.46E-07	4.26E-07	1.54E-06	1.00E-08	1.00E-08	2.39E-05	1.00E-08	3.63E-06
TBCCD1	1.55E-05	3.19E-05	3.45E-05	8.04E-05	3.06E-05	1.70E-05	2.19E-05	1.99E-05	2.95E-05	3.76E-05	0.000107499	1.53E-05	2.53E-05
DNAJB11	0.000119042	8.45E-05	0.000117359	0.000126324	6.11E-05	0.000133539	0.000132689	0.000108638	0.000130491	0.000101566	9.56E-05	9.19E-05	0.000141155
HRG	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.49E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
KNG1	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	2.22E-07	8.43E-07	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-06
EIF4A2	0.000325448	0.000519671	0.000517724	0.000344502	0.000366567	0.000385681	0.00057722	0.000644128	0.000370407	0.000532237	0.000489683	0.000398046	0.00023887
RFC4	2.39E-05	3.83E-05	1.38E-05	3.45E-05	1.02E-05	1.41E-05	2.36E-05	2.45E-05	2.11E-05	2.63E-05	3.58E-05	1.00E-08	0.00011944
ST6GAL1	1.82E-05	5.26E-05	6.21E-05	5.74E-05	8.15E-05	4.70E-05	5.71E-05	5.89E-05	9.68E-05	7.71E-05	0.000191102	1.53E-05	1.81E-05
RTP4	1.12E-05	1.75E-05	6.91E-06	2.30E-05	3.06E-05	1.82E-05	2.19E-05	2.14E-05	5.05E-05	3.01E-05	3.58E-05	3.06E-05	2.53E-05
BCL6	5.29E-05	4.46E-05	9.67E-05	3.45E-05	1.02E-05	3.73E-05	2.76E-05	1.07E-05	4.22E-06	1.51E-05	4.78E-05	3.06E-05	7.25E-06
LPP	8.34E-05	0.000108406	7.59E-05	0.00014929	7.13E-05	9.12E-05	7.00E-05	9.10E-05	0.000109445	0.000122253	0.000274705	1.53E-05	2.53E-05
TPRG1	3.65E-06	1.28E-05	1.00E-08	1.00E-08	1.00E-08	2.91E-06	4.45E-06	6.89E-06	2.53E-05	5.65E-06	2.39E-05	1.53E-05	1.00E-08
CLDN1	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	3.63E-07	1.49E-07	1.54E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
IL1RAP	6.34E-06	2.07E-05	1.38E-05	1.00E-08	2.04E-05	9.91E-06	1.04E-05	9.19E-06	1.68E-05	1.51E-05	8.36E-05	1.00E-08	3.63E-06
UTS2B	1.00E-08	1.60E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
CCDC50	5.60E-05	6.38E-05	5.52E-05	8.04E-05	7.13E-05	1.80E-05	1.96E-05	1.76E-05	2.11E-05	3.39E-05	8.36E-05	1.00E-08	5.79E-05
MB21D2	2.23E-06	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
ATP13A5	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	8.07E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08	1.00E-08
